IN-0047,heliport,Mahalaxmi Race Course Helipad,,AS,IN,IN-MM,Mumbai,,,,"72.8215666667, 18.9820333333"
IN-0048,heliport,Raj Bhavan Helipad,,AS,IN,IN-MM,Mumbai,,,,"72.7940166667, 18.94265"
IN-0049,heliport,Kohima Helipad,,AS,IN,IN-NL,Kohima,,,,"94.1139333333, 25.663066666699997"
IN-0050,heliport,Phalodi Airfield,,AS,IN,IN-RJ,Phalodi,,,,"72.389, 27.1128333333"
IN-0051,heliport,"Aviation Research Centre, RAW Headquarter Helipad",,AS,IN,IN-UP,Chakrata,,,,"77.8615, 30.70645"
IN-0052,heliport,Mathura Heliport,,AS,IN,IN-UP,Mathura,,,,"77.68241666670001, 27.464233333299997"
IN-0053,small_airport,Shibpur Airstrip,,AS,IN,IN-AN,Madhupur,,,,"93.0497306585, 13.236316301099999"
IN-0054,closed,Charra Airfield,,AS,IN,IN-WB,Purulia,,,,"86.43673896790001, 23.3657772896"
IN-0055,closed,Kanchrapara Airfield,,AS,IN,IN-WB,Kanchrapara,,,,"88.4599292278, 22.922932987499998"
IN-0056,closed,Kalyan airstrip,,AS,IN,IN-MM,Kalyan,,,,"73.1391835213, 19.1792197299"
IN-0057,closed,Rasgovindpur Airstrip,,AS,IN,IN-OR,Rasgovindpur,,,,"87.0469093323, 21.8050895155"
IN-0058,closed,Dhubulia Airstrip,,AS,IN,IN-WB,Dhubulia,,,,"88.4540176392, 23.4929846863"
IN-0059,closed,Digri Airstrip,,AS,IN,IN-WB,Digri,,,,"87.36225128170001, 22.7854403333"
IN-0060,small_airport,Khargon Govt. Airstrip,,AS,IN,IN-MP,,,,,"75.55443763730001, 21.810030194599996"
IN-0061,small_airport,Khandwa Airport,,AS,IN,IN-MP,Khandwa,,,,"76.3369560242, 21.857117459599998"
IN-0062,small_airport,Shirpur Airport,,AS,IN,IN-MM,Shirpur,,,,"74.9567341805, 21.3239987933"
IN-0063,closed,Cholavaram Airstrip,,AS,IN,IN-TN,,,,,"80.15234470370001, 13.2102419263"
IN-0064,small_airport,Umaria Air Field,1510,AS,IN,IN-MP,Umaria,,,,"80.80821990970001, 23.5325139099"
IN-0065,small_airport,Amravati (Belora) Airstrip,1125,AS,IN,IN-MM,Amravati,,,,"77.71790742870002, 20.813348511599997"
IN-0066,small_airport,Madhubani Airport,,AS,IN,IN-BR,,,,,"86.06, 26.329166666699997"
IN-0067,small_airport,Madhubani Airport,,AS,IN,IN-BR,,,,,"86.06, 26.329166666699997"
IN-0068,closed,kanha,,AS,IN,IN-MP,,,,,"80.5955314636, 22.092638604100003"
IN-0069,small_airport,Sultanpur,,AS,IN,IN-UP,,,,,"82.0425, 26.2475"
IN-0070,small_airport,Vijayanagar Aerodrome (JSW),1670,AS,IN,IN-KA,,VOJV,VDY,,"76.6349472222, 15.1749666667"
IN-0071,small_airport,Baldota Koppal Aerodrome,,AS,IN,IN-KA,,,,,"76.22005277779999, 15.360094444400001"
IN-0072,small_airport,Raigarh Airport (JSPL),,AS,IN,IN-CT,,,,,"83.3502138889, 21.9352805556"
IN-0073,small_airport,Angul Airport (JSPL),,AS,IN,IN-OR,,,,,"85.03258333330001, 20.91195"
IN-0074,small_airport,Barbil Aerodrome (JSPL),,AS,IN,IN-OR,,,,,"85.3741944444, 22.0486138889"
IN-0075,heliport,Itanagar (Naharlagun),,AS,IN,IN-AR,,,,,"93.6961055556, 27.111675"
IN-0076,heliport,Itanagar (Naharlagun),466,AS,IN,IN-AR,,,,,"93.6961055556, 27.111675"
IN-0077,closed,Bhagalpur Airport,,AS,IN,IN-BR,Bhagalpur,,,,"87.009779, 25.249359"
IN-0078,closed,Bishnupur Airfield,,AS,IN,IN-WB,,,,,"87.35486984250001, 23.0339266917"
IN-0079,closed,Guskhara Airfield,,AS,IN,IN-WB,,,,,"87.794167, 23.471667"
IN-0080,closed,Pandaveswar Airfield,,AS,IN,IN-WB,,,,,"87.348690033, 23.641300520900003"
IN-0081,heliport,Annandale Helipad,6120,AS,IN,IN-HP,,,,,"77.1569444444, 31.111388888900002"
IN-0082,heliport,Ajog Helipad,7460,AS,IN,IN-HP,,,,,"76.458, 32.9219444444"
IN-0083,heliport,Bilaspur Helipad,1685,AS,IN,IN-HP,Bilaspur,,,,"76.75675, 31.345138888900003"
IN-0084,closed,Salwas,,AS,IN,IN-RJ,,,,,"73.097062, 26.141647"
IN-0085,small_airport,Airport,,AS,IN,IN-RJ,,,,,"73.102823, 26.436257"
IN-0086,small_airport,CHINDWARA AIRFIELD,,AS,IN,IN-MP,,,,,"78.93, 22"
IN-0087,heliport,GAUCHER,,AS,IN,IN-UL,,,,,"79.16166666670001, 30.284444444400002"
IN-0088,small_airport,Poonch Airport,3219,AS,IN,IN-JK,Poonch,,,,"74.083753, 33.76875"
IN-0089,small_airport,Noamundi Airport,,AS,IN,IN-JH,,,,,"85.54888888890001, 22.1922222222"
IN-0090,small_airport,Deoghar Airstrip,361,AS,IN,IN-JH,,,,,"86.70694444, 24.44666667"
IN-0091,small_airport,saharsa airstrip,,AS,IN,IN-BR,,,,,"86.5825, 25.8919444444"
IN-0092,small_airport,Jajpur ( Sukinda ) Airstrip,400,AS,IN,IN-OR,,,,R,"85.75388888890001, 21.0319444444"
IN-0093,small_airport,Vedanta Lanjigarh Airstrip,,AS,IN,IN-OR,,,,,"83.3936111111, 19.7194444444"
IN-0094,closed,no airport,,AS,IN,IN-OR,,,,,"83.48333056, 20.46668667"
IN-0095,heliport,Perunad Helipad,,AS,IN,IN-KL,,,,,"76.86489, 9.3539"
IN-0096,small_airport,Akli Airport,230,AS,IN,IN-RJ,Akli,,,,"70.2943, 25.8077"
IN-0097,small_airport,Surichua Air Base,280,AS,IN,IN-WB,Rampurhat,,,,"87.701722, 24.18824"
IN-0098,heliport,Maithon Heliport,529,AS,IN,IN-JH,Maithon,,,,"86.7935, 23.785"
IN-0099,small_airport,Durgapur Steel Plant Airport,290,AS,IN,IN-WB,Durgapur,,,,"87.339787, 23.58331"
IN-0100,small_airport,Sido Kanhu Airport,470,AS,IN,IN-JH,Dumka,,,,"87.269989, 24.231185"
IN-0101,small_airport,Vanasthali Airport,,AS,IN,IN-RJ,Vanasthali,,,,"75.870128, 26.407627"
IN-0106,small_airport,Mithapur Airport,11,AS,IN,IN-GJ,Mithapur,,,,"68.993632, 22.412068"
IN-0107,small_airport,Sindhudurg Airport,203,AS,IN,IN-MM,Chipi-Parule,,,,"73.529846, 16.002552"
IN-JGB,small_airport,Jagdalpur Airport,1822,AS,IN,IN-CT,Jagdalpur,,JGB,,"82.03679656982422, 19.07430076599121"
IN-NVY,small_airport,Neyveli Airport,184,AS,IN,IN-TN,Neyveli,VONV,NVY,,"79.527381897, 11.6129560471"
IN-RJI,small_airport,Rajouri Airport,3000,AS,IN,IN-JK,Rajouri,,RJI,,"74.31520080566406, 33.377899169921875"
IN-TEI,small_airport,Tezu Airport,800,AS,IN,IN-AR,Tezu,VETJ,TEI,,"96.1343994141, 27.9412002563"
IN-VA38,small_airport,Sirohi Airport,1000,AS,IN,IN-RJ,,VA38,,VA38,"72.84590148925781, 24.895099639892578"
IN-VA47,small_airport,Jalgaon Airport,818,AS,IN,IN-MM,Jalgaon,VAJL,,,"75.627492, 20.962678"
IN-VA51,small_airport,Banswara Airport,700,AS,IN,IN-RJ,,VA51,,VA51,"74.31269836425781, 23.58970069885254"
IN-VA53,small_airport,Dhulia Airport,920,AS,IN,IN-MM,,VA53,,VA53,"74.737099, 20.9265"
IN-VA74,small_airport,Abu Road Airport,875,AS,IN,IN-RJ,,VA74,,VA74,"72.78150177001953, 24.494199752807617"
IN-VOHP,small_airport,"Kopal,Hospet Airport",1698,AS,IN,IN-KA,Hospete,,,VOHP,"76.51667, 15.358334"
OMN,small_airport,Osmanabad Airport,2277,AS,IN,IN-MM,Osmanabad,,OMN,,"76.0574, 18.281"
VA1B,small_airport,Chanda Airport,625,AS,IN,IN-MM,,VA1B,,VA1B,"79.22250366210938, 19.994699478149414"
VA1C,small_airport,Birlagram Airport,1541,AS,IN,IN-MP,,VA1C,,VA1C,"75.42030334472656, 23.4468994140625"
VA1D,small_airport,Muirpur Airport,1122,AS,IN,IN-UP,,VA1D,,VA1D,"83.04060363769531, 24.125200271606445"
VA1E,small_airport,Bhilai Airport,1014,AS,IN,IN-CT,,VA1E,,VA1E,"81.37950134277344, 21.294200897216797"
VA1F,small_airport,Sidhi Airport,1093,AS,IN,IN-MP,,VA1F,,VA1F,"81.8147964477539, 24.402299880981445"
VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",1000,AS,IN,IN-MP,Rewa,VA1G,REW,VA1G,"81.220299, 24.503401"
VA1H,small_airport,Ondwa Airport,1450,AS,IN,IN-RJ,,VA1H,,VA1H,"74.61150360107422, 25.14150047302246"
VA1J,small_airport,Dhana Airport,1706,AS,IN,IN-MP,,VA1J,,VA1J,"78.85579681396484, 23.753599166870117"
VA1K,small_airport,Raedhanpur Airport,135,AS,IN,IN-GJ,,VA1K,,VA1K,"68.89129638671875, 23.222299575805664"
VA1L,small_airport,Amla Airport,2435,AS,IN,IN-MP,,VA1L,,VA1L,"78.11360168457031, 21.92639923095703"
VA1M,small_airport,Karad Airport,1890,AS,IN,IN-MM,,VA1M,,VA1M,"74.15809631347656, 17.285900115966797"
VA1N,small_airport,Nimach Airport,1617,AS,IN,IN-MP,,VA1N,,VA1N,"74.8677978515625, 24.43079948425293"
VA1O,small_airport,Burhar Airport,1500,AS,IN,IN-MP,,VA1O,,VA1O,"81.50370025634766, 23.235200881958008"
VA1P,small_airport,Diu Airport,31,AS,IN,IN-GJ,Diu,VA1P,DIU,VA1P,"70.92109680175781, 20.71310043334961"
VA2A,small_airport,Phalodi Airport,781,AS,IN,IN-RJ,,VA2A,,VA2A,"72.38899993896484, 27.112899780273438"
VA2B,small_airport,Meerut Sw Airport,732,AS,IN,IN-UP,,VA2B,,VA2B,"77.67729949951172, 28.90489959716797"
VA2C,small_airport,Gondia Airport,990,AS,IN,IN-MM,,VAGD,,VA2C,"80.290397644, 21.5261993408"
VA2D,small_airport,Ratlam Airport,1702,AS,IN,IN-MP,,VA2D,,VA2D,"75.02559661865234, 23.381399154663086"
VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,189,AS,IN,IN-GJ,Ahmedabad,VAAH,AMD,,"72.63469696039999, 23.0771999359"
VAAK,medium_airport,Akola Airport,999,AS,IN,IN-MM,Akola,VAAK,AKD,,"77.058601, 20.698999"
VAAU,medium_airport,Aurangabad Airport,1911,AS,IN,IN-MM,Aurangabad,VAAU,IXU,,"75.39810180664062, 19.862699508666992"
VABB,large_airport,Chhatrapati Shivaji International Airport,39,AS,IN,IN-MM,Mumbai,VABB,BOM,,"72.8678970337, 19.0886993408"
VABI,medium_airport,Bilaspur Airport,899,AS,IN,IN-CT,Bilaspur,VEBU,PAB,,"82.111, 21.9884"
VABJ,medium_airport,Bhuj Airport,268,AS,IN,IN-GJ,Bhuj,VABJ,BHJ,,"69.6701965332, 23.2877998352"
VABM,medium_airport,Belgaum Airport,2487,AS,IN,IN-KA,Belgaum,VOBM,IXG,,"74.6183013916, 15.859299659700001"
VABO,medium_airport,Vadodara Airport,129,AS,IN,IN-GJ,Vadodara,VABO,BDQ,,"73.226303, 22.336201"
VABP,medium_airport,Raja Bhoj International Airport,1711,AS,IN,IN-MP,Bhopal,VABP,BHO,,"77.3374023438, 23.2875003815"
VABV,medium_airport,Bhavnagar Airport,44,AS,IN,IN-GJ,Bhavnagar,VABV,BHU,,"72.1852035522, 21.752199173"
VADN,medium_airport,Daman Airport,33,AS,IN,IN-DD,,VADN,NMB,,"72.84320068359375, 20.43440055847168"
VADS,small_airport,Deesa Airport,485,AS,IN,IN-GJ,,VADS,,,"72.20439910888672, 24.267900466918945"
VAGN,small_airport,Guna Airport,1600,AS,IN,IN-MP,,VAGN,GUX,,"77.347298, 24.654699"
VAGO,large_airport,Dabolim Airport,150,AS,IN,IN-GA,Vasco da Gama,VOGO,GOI,,"73.8313980103, 15.3808002472"
VAHB,medium_airport,Hubli Airport,2171,AS,IN,IN-KA,Hubli,VOHB,HBX,,"75.08489990230001, 15.361700058"
VAID,medium_airport,Devi Ahilyabai Holkar Airport,1850,AS,IN,IN-MP,Indore,VAID,IDR,,"75.8011016846, 22.7217998505"
VAJB,medium_airport,Jabalpur Airport,1624,AS,IN,IN-MP,,VAJB,JLR,,"80.052001953125, 23.177799224853516"
VAJJ,small_airport,Juhu Aerodrome,13,AS,IN,IN-MM,Mumbai,VAJJ,,,"72.83419799804688, 19.098100662231445"
VAJM,medium_airport,Jamnagar Airport,69,AS,IN,IN-GJ,Jamnagar,VAJM,JGA,,"70.01260375976562, 22.465499877929688"
VAKE,medium_airport,Kandla Airport,96,AS,IN,IN-GJ,Kandla,VAKE,IXY,,"70.100304, 23.1127"
VAKJ,medium_airport,Khajuraho Airport,728,AS,IN,IN-MP,Khajuraho,VAKJ,HJR,,"79.91860198970001, 24.817199707"
VAKP,medium_airport,Kolhapur Airport,1996,AS,IN,IN-MM,,VAKP,KLH,,"74.2893981934, 16.6646995544"
VAKS,medium_airport,Keshod Airport,167,AS,IN,IN-GJ,,VAKS,IXK,,"70.27040100097656, 21.317100524902344"
VAND,medium_airport,Nanded Airport,1250,AS,IN,IN-MM,Nanded,VAND,NDC,,"77.31670379639999, 19.1833000183"
VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,1033,AS,IN,IN-MM,Naqpur,VANP,NAG,,"79.04720306396484, 21.092199325561523"
VANR,closed,Gandhinagar Airport,1959,AS,IN,IN-MM,Nashik,VANR,,,"73.8076019287, 19.9636993408"
VAOZ,medium_airport,Nashik Airport,1900,AS,IN,IN-MM,Nasik,VAOZ,ISK,,"73.912903, 20.119101"
VAPO,medium_airport,Pune Airport,1942,AS,IN,IN-MM,Pune,VAPO,PNQ,,"73.9197006225586, 18.58209991455078"
VAPR,medium_airport,Porbandar Airport,23,AS,IN,IN-GJ,Porbandar,VAPR,PBD,,"69.65720367429999, 21.6487007141"
VARG,medium_airport,Ratnagiri Airport,305,AS,IN,IN-MM,,VARG,RTC,,"73.327797, 17.013599"
VARK,medium_airport,Rajkot Airport,441,AS,IN,IN-GJ,Rajkot,VARK,RAJ,,"70.77950286869999, 22.3092002869"
VARP,small_airport,Raipur Airport,1041,AS,IN,IN-CT,Raipur,VERP,RPR,,"81.7388, 21.180401"
VASD,medium_airport,Shirdi Airport,1926,AS,IN,IN-MM,Shirdi,VASD,SAG,,"74.378889, 19.688611"
VASL,medium_airport,Solapur Airport,1584,AS,IN,IN-MM,Solapur,VASL,SSE,,"75.93479919430001, 17.6280002594"
VASU,medium_airport,Surat Airport,16,AS,IN,IN-GJ,,VASU,STV,,"72.7417984009, 21.1140995026"
VAUD,medium_airport,Maharana Pratap Airport,1684,AS,IN,IN-RJ,Udaipur,VAUD,UDR,,"73.89610290530001, 24.617700576799997"
VE23,small_airport,Burnpur Airport,310,AS,IN,IN-WB,,VE23,,VE23,"86.97550201416016, 23.631500244140625"
VE24,small_airport,Sookerating Airport,400,AS,IN,IN-AS,,VE24,,VE24,"95.57060241699219, 27.552900314331055"
VE36,small_airport,Nuagaon Airport,656,AS,IN,IN-OR,,VE36,,VE36,"83.4480972290039, 20.511699676513672"
VE41,small_airport,Giridih Airport,1000,AS,IN,IN-BR,,VE41,,VE41,"86.28980255126953, 24.201900482177734"
VE44,medium_airport,Hashimara Air Force Station,340,AS,IN,IN-WB,Jalpaiguri,VE44,,VE44,"89.36910247802734, 26.698299407958984"
VE54,small_airport,Daltonganj Airport,803,AS,IN,IN-BR,,VE54,,VE54,"84.09510040283203, 24.01930046081543"
VE62,small_airport,Cuttack Airport,115,AS,IN,IN-OR,,VE62,,VE62,"85.88629913330078, 20.54960060119629"
VE67,small_airport,Machuka Advanced Landing Ground,7900,AS,IN,IN-AR,,VE67,,VE67,"94.12613868710001, 28.6024580064"
VE85,small_airport,Bentayan Airport,1666,AS,IN,IN-MP,Ujjain,,,,"75.88529968261719, 23.09510040283203"
VE89,small_airport,Darbhanga Airport,156,AS,IN,IN-BR,,VE89,,VE89,"85.91690063476562, 26.192800521850586"
VE91,small_airport,Vijaynagar Advanced Landing Ground,4167,AS,IN,IN-AR,,VE91,,VE91,"97.00370025630001, 27.1935997009"
VE96,small_airport,Thuniabhand Airport,2182,AS,IN,IN-MP,,VE96,,VE96,"78.91719818115234, 22.00160026550293"
VEAN,medium_airport,Along Airport,900,AS,IN,IN-AR,,VEAN,IXV,,"94.802001953125, 28.17530059814453"
VEAT,medium_airport,Agartala Airport,46,AS,IN,IN-TR,Agartala,VEAT,IXA,,"91.24040222170001, 23.8869991302"
VEAZ,heliport,Tuirial Airfield,1093,AS,IN,IN-MZ,Aizawl,VEAZ,,,"92.8024, 23.7432"
VEBA,small_airport,Behala Airport,10,AS,IN,IN-WB,Behala,VEBA,,,"88.29342651367188, 22.504230499267578"
VEBD,medium_airport,Bagdogra Airport,412,AS,IN,IN-WB,Siliguri,VEBD,IXB,,"88.32859802246094, 26.68120002746582"
VEBG,small_airport,Balurghat Airport,78,AS,IN,IN-WB,Balurghat,VEBG,RGH,,"88.79560089111328, 25.261699676513672"
VEBI,medium_airport,Shillong Airport,2910,AS,IN,IN-ML,Shillong,VEBI,SHL,,"91.97869873046875, 25.70359992980957"
VEBK,small_airport,Bokaro Airport,715,AS,IN,IN-BR,,VEBK,,,"86.1489028930664, 23.64349937438965"
VEBS,medium_airport,Biju Patnaik Airport,138,AS,IN,IN-OR,Bhubaneswar,VEBS,BBI,,"85.8178024292, 20.244400024399997"
VECA,small_airport,Chabua Air Force Station,367,AS,IN,IN-AS,Dibrugarh,VECA,,,"95.1176986694336, 27.462200164794922"
VECC,large_airport,Netaji Subhash Chandra Bose International Airport,16,AS,IN,IN-WB,Kolkata,VECC,CCU,,"88.44670104980469, 22.654699325561523"
VECK,small_airport,Chakulia Airport,430,AS,IN,IN-JH,,VECK,,,"86.70780181884766, 22.460599899291992"
VECO,small_airport,Cooch Behar Airport,138,AS,IN,IN-WB,,VECO,COH,,"89.4672012329, 26.330499649"
VEDB,medium_airport,Dhanbad Airport,847,AS,IN,IN-BR,,VEDB,DBD,,"86.42530059814453, 23.833999633789062"
VEDG,medium_airport,Kazi Nazrul Islam Airport,300,AS,IN,IN-WB,Durgapur,VEDG,RDP,,"87.243, 23.6225"
VEDX,small_airport,Kalaikunda Air Force Station,200,AS,IN,IN-WB,,VEDX,,,"87.2145004272461, 22.339500427246094"
VEDZ,small_airport,Daporijo Airport,750,AS,IN,IN-AR,Daporijo,VEDZ,DEP,,"94.22280120850002, 27.985500335699996"
VEGK,medium_airport,Gorakhpur Airport,259,AS,IN,IN-UP,Gorakhpur,VEGK,GOP,,"83.4496994019, 26.739700317399997"
VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,162,AS,IN,IN-AS,Guwahati,VEGT,GAU,,"91.58589935302734, 26.10610008239746"
VEGY,medium_airport,Gaya Airport,380,AS,IN,IN-BR,,VEGY,GAY,,"84.95120239257812, 24.744300842285156"
VEHK,small_airport,Hirakud Airport,658,AS,IN,IN-OR,Sambalpur,VEHK,,,"84.00569915771484, 21.5802001953125"
VEIM,medium_airport,Imphal Airport,2540,AS,IN,IN-MN,Imphal,VEIM,IMF,,"93.896697998, 24.7600002289"
VEJH,small_airport,Jharsuguda Airport,751,AS,IN,IN-OR,,VEJH,,,"84.05039978027344, 21.91349983215332"
VEJP,small_airport,Jeypore Airport,1952,AS,IN,IN-OR,Jeypore,VEJP,PYB,,"82.552001953125, 18.8799991607666"
VEJS,medium_airport,Sonari Airport,475,AS,IN,IN-JH,Jamshedpur,VEJS,IXW,,"86.1688, 22.8132"
VEJT,medium_airport,Jorhat Airport,311,AS,IN,IN-AS,Jorhat,VEJT,JRH,,"94.1754989624, 26.7315006256"
VEKJ,small_airport,KEONJHAR AIRPORT,,AS,IN,IN-OR,,VEKJ,,,"85.58166666670002, 21.696666666699997"
VEKM,small_airport,Kamalpur Airport,131,AS,IN,IN-TR,,VEKM,IXQ,,"91.81420135498047, 24.13170051574707"
VEKR,medium_airport,Kailashahar Airport,79,AS,IN,IN-TR,,VEKR,IXH,,"92.0072021484375, 24.30820083618164"
VEKU,medium_airport,Silchar Airport,352,AS,IN,IN-AS,Silchar,VEKU,IXS,,"92.97869873050001, 24.9129009247"
VEKW,small_airport,Khowai Airport,95,AS,IN,IN-TR,Khowai,VEKW,IXN,,"91.603897, 24.061899"
VELP,medium_airport,Lengpui Airport,1398,AS,IN,IN-MZ,Aizawl,VELP,AJL,,"92.6196975708, 23.840599060099997"
VELR,medium_airport,North Lakhimpur Airport,330,AS,IN,IN-AS,Lilabari,VELR,IXI,,"94.09760284423828, 27.295499801635742"
VEMH,small_airport,Malda Airport,79,AS,IN,IN-WB,Malda,VEMH,LDA,,"88.133003, 25.033001"
VEMN,medium_airport,Dibrugarh Airport,362,AS,IN,IN-AS,Dibrugarh,VEMN,DIB,,"95.0168991089, 27.4839000702"
VEMR,medium_airport,Dimapur Airport,487,AS,IN,IN-NL,Dimapur,VEMR,DMU,,"93.77110290530001, 25.883899688699998"
VEMZ,medium_airport,Muzaffarpur Airport,174,AS,IN,IN-BR,,VEMZ,MZU,,"85.3136978149414, 26.11910057067871"
VENP,small_airport,Nawapara Airport,1058,AS,IN,IN-CT,Nawapara,VENP,,,"82.51959991455078, 20.8700008392334"
VEPG,small_airport,Pasighat Airport,477,AS,IN,IN-AR,Pasighat,VEPG,IXT,,"95.33560180664062, 28.066099166870117"
VEPH,medium_airport,Panagarh Air Force Station,240,AS,IN,IN-WB,,VEPH,,,"87.4274978638, 23.474300384499998"
VEPI,small_airport,Barrackpore Air Force Station,18,AS,IN,IN-WB,Barrackpore,VEPI,,VE31,"88.3591995239, 22.7810001373"
VEPT,medium_airport,Lok Nayak Jayaprakash Airport,170,AS,IN,IN-BR,Patna,VEPT,PAT,,"85.0879974365, 25.591299057"
VEPU,small_airport,Purnea Airport,129,AS,IN,IN-BR,,VEPU,,,"87.41000366210938, 25.759599685668945"
VERC,medium_airport,Birsa Munda Airport,2148,AS,IN,IN-JH,Ranchi,VERC,IXR,,"85.3217010498, 23.314300537100003"
